1.018617585481383647e-01 1.018993267450096496e-01 9.926990986762317115e-02 1.127864779470180712e-01 9.013504695714001647e-02 9.017225187509735063e-02 8.702718234090939253e-02 9.323650486651501035e-02 9.399458643575592243e-02 9.160306062812807737e-02 9.314621339044443227e-02 9.314012244999411716e-02 9.068218526518043165e-02 9.128672737697406114e-02 9.133904957165998872e-02 8.963731710818885479e-02 9.166882611269244752e-02 9.088595038614359634e-02 8.994352564321222987e-02 8.961607399176520217e-02
9.392357458026477646e-02 9.879919219959076848e-02 7.657588305199607148e-02 6.559486577588320710e-02 6.751576269690320875e-02 6.883672183547687173e-02 6.184478054979446193e-02 6.695222816089066442e-02 6.213723468040867337e-02 6.150135365164136753e-02 5.889950302080648736e-02 5.879404818990783405e-02 5.830011346754044449e-02 5.943576634789289603e-02 5.845928275911114330e-02 5.816085707560556678e-02 5.892856131515069457e-02 5.732406646661943744e-02 5.832424557983264396e-02 5.764170583527167963e-02
9.436437607871722699e-02 9.966482358790935969e-02 9.630254674102869950e-02 8.593803662644927677e-02 9.123726500899452529e-02 8.459091963146053716e-02 8.561726333283475876e-02 7.861890868874289728e-02 7.885597855499369702e-02 7.801979653920590452e-02 7.852737866691980595e-02 7.525686685595903147e-02 7.778211518381532297e-02 7.651227447082376010e-02 7.730304842387034081e-02 7.668030163469141680e-02 7.724318895092073534e-02 7.677433803805423784e-02 7.638709993778039498e-02 7.615565537095969617e-02
9.836398358309711432e-02 1.158687146940142049e-01 1.022198453902742332e-01 9.256998812587656500e-02 8.502495930048681316e-02 8.265048226176843760e-02 8.730362620995424372e-02 8.237025740927368667e-02 8.750790050021109434e-02 8.359465645497754505e-02 8.174845693236743038e-02 7.853404788871459763e-02 8.108326797998884061e-02 8.046651693122039428e-02 7.923397843375158678e-02 7.979897199067974289e-02 8.009774031982376530e-02 7.929989922276717285e-02 7.981849178099062470e-02 7.953063802324458753e-02
1.227744065776161797e-01 1.313445972681056839e-01 1.038946960303402250e-01 1.045430324645232334e-01 8.229506329384482510e-02 8.202038356171909017e-02 7.525767912647363111e-02 7.442225980910301131e-02 8.074481423546521486e-02 7.498010067377922083e-02 6.876199494939556900e-02 7.061276509101169219e-02 6.816824083501075993e-02 7.005056169096532392e-02 6.779277049456786108e-02 6.654300432926550657e-02 6.701743196580298156e-02 6.603359827255267378e-02 6.447387724034865653e-02 6.477589662774833890e-02
1.144729643372214972e-01 9.428920320281339307e-02 9.648809961324576745e-02 9.515427489751462908e-02 9.549715465702759976e-02 9.109647274533919092e-02 8.972231329787880294e-02 9.498180519724695736e-02 9.424111224469385040e-02 9.421884705338162691e-02 9.430137511888732338e-02 9.553763428086982368e-02 9.426491979879898786e-02 9.322396693919023092e-02 9.041992501959698891e-02 9.050699218209962149e-02 9.011802090840606572e-02 9.094876027004868135e-02 9.070164651958684265e-02 9.030860848616709124e-02
1.550275846080829412e-01 1.164319143552916824e-01 1.348837407405261979e-01 1.069878295103299237e-01 1.103025655462834959e-01 9.288557976653771808e-02 9.942276073722357277e-02 9.962451471328460928e-02 9.560454628695326529e-02 9.160929368215436908e-02 9.107172411954329860e-02 9.125041476165318688e-02 8.658511323373327406e-02 8.862806172073572908e-02 8.474788209248533544e-02 8.647290153496853260e-02 8.612272964912368045e-02 8.424259408859170739e-02 8.446780308872983700e-02 8.347370196207012927e-02
1.320545330181994437e-01 1.855365015519064298e-01 1.072067082362778700e-01 1.095080106700298261e-01 9.635535899194419551e-02 8.281137945297466219e-02 9.023983863406248584e-02 7.691618688646381652e-02 7.663120037354721747e-02 7.867200843168142832e-02 7.269487093617207907e-02 7.339222726950506148e-02 7.367506929652524461e-02 6.954235881233920835e-02 7.001452091818662071e-02 6.803812372380342588e-02 7.266987729556710629e-02 6.720000615361082508e-02 7.029932309111219801e-02 6.783090693006349481e-02
1.918564907429193001e-01 1.517383579319211140e-01 1.319465320118849982e-01 1.070525115889425505e-01 9.838000634313447124e-02 8.290161838038449804e-02 9.025284508305325692e-02 7.965171883049836088e-02 8.946293928998812206e-02 8.045342555644473259e-02 7.553940262726617505e-02 6.917379230052532468e-02 6.971610118838082737e-02 6.906020644440817591e-02 7.135605909328268659e-02 7.111772250855437350e-02 7.351410047814563309e-02 7.008697018563123105e-02 6.925919810843951530e-02 6.836892138402199393e-02
1.360619129586918830e-01 1.170536189925057563e-01 1.251928750656191303e-01 8.645102616261100825e-02 8.805220854222010896e-02 8.353589526668549203e-02 8.644236562926722878e-02 8.015336405837449052e-02 8.368147135589117103e-02 8.066064436653309910e-02 8.069673152635216395e-02 6.927535920624948440e-02 6.909797181875211580e-02 6.780720315048834046e-02 7.376516343215452909e-02 6.899717460087023690e-02 6.812255470551537018e-02 6.835522298950945375e-02 6.791521578929492209e-02 6.718502797189382370e-02
