0,0.096963,0.012388,0,0.096963,0.012388
5.3124e-13,0.091998,0.011842,1.2669e-12,0.091998,0.011842
-2.6019e-12,0.084362,0.010993,-8.7158e-12,0.084362,0.010993
3.6734e-12,0.074277,0.0098612,4.9014e-12,0.074277,0.0098612
-2.0021e-12,0.062036,0.0084761,2.3639e-12,0.062036,0.0084761
-7.0588e-13,0.047993,0.0068732,-6.1556e-13,0.047993,0.0068732
-5.5878e-13,0.032557,0.0050938,6.6169e-13,0.032557,0.0050938
1.3792e-12,0.016175,0.0031835,1.0966e-12,0.016175,0.0031835
-4.2255e-13,-0.00067576,0.0011915,-9.8543e-13,-0.00067576,0.0011915
-1.8667e-12,-0.017507,-0.00083116,-2.6193e-12,-0.017507,-0.00083116
2.3217e-12,-0.03383,-0.0028325,-5.6052e-12,-0.03383,-0.0028325
3.7672e-12,-0.049171,-0.004761,4.0472e-12,-0.049171,-0.004761
-3.0405e-12,-0.063085,-0.0065673,4.2393e-12,-0.063085,-0.0065673
2.0515e-12,-0.075166,-0.0082048,-2.6132e-12,-0.075166,-0.0082048
-1.5606e-12,-0.085066,-0.0096316,1.2474e-11,-0.085066,-0.0096316
1.2556e-12,-0.092495,-0.010811,-7.5467e-12,-0.092495,-0.010811
-6.206e-12,-0.097239,-0.011713,-8.2569e-12,-0.097239,-0.011713
2.6497e-12,-0.09916,-0.012313,1.1837e-11,-0.09916,-0.012313
3.2611e-12,-0.098202,-0.012598,-4.2997e-12,-0.098202,-0.012598
-9.2188e-12,-0.094392,-0.012559,3.751e-12,-0.094392,-0.012559
7.7494e-12,-0.087842,-0.012197,-6.1466e-12,-0.087842,-0.012197
-8.179e-13,-0.078742,-0.011522,4.2311e-12,-0.078742,-0.011522
2.1965e-12,-0.067355,-0.010551,-5.5449e-12,-0.067355,-0.010551
-3.6526e-14,-0.054013,-0.0093085,3.4714e-12,-0.054013,-0.0093085
-1.8086e-12,-0.039102,-0.0078273,-8.2401e-13,-0.039102,-0.0078273
7.877e-13,-0.023057,-0.006145,-3.6571e-13,-0.023057,-0.006145
-2.6641e-12,-0.0063413,-0.0043049,6.6724e-13,-0.0063413,-0.0043049
2.2547e-12,0.010558,-0.0023541,-7.2298e-13,0.010558,-0.0023541
4.3858e-12,0.027151,-0.00034291,1.4287e-12,0.027151,-0.00034291
-1.6714e-12,0.042955,0.0016771,-4.401e-12,0.042955,0.0016771
-2.2805e-12,0.057512,0.003654,1.9645e-12,0.057512,0.003654
2.4897e-12,0.0704,0.0055371,1.3648e-12,0.0704,0.0055371
-2.5043e-12,0.081243,0.0072779,-2.0134e-12,0.081243,0.0072779
-1.719e-12,0.089728,0.0088318,1.5133e-12,0.089728,0.0088318
1.2385e-12,0.095607,0.010159,-5.2253e-12,0.095607,0.010159
-2.1136e-12,0.098711,0.011225,5.9907e-12,0.098711,0.011225
3.7786e-12,0.098949,0.012003,2.6534e-12,0.098949,0.012003
-1.1694e-12,0.096313,0.012472,-2.041e-12,0.096313,0.012472
-6.4166e-12,0.090882,0.012621,-4.9165e-12,0.090882,0.012621
5.2548e-12,0.082811,0.012446,3.7483e-12,0.082811,0.012446
-5.1414e-13,0.072337,0.011951,6.8345e-13,0.072337,0.011951
5.3241e-12,0.059762,0.011149,-1.6885e-12,0.059762,0.011149
-1.0533e-12,0.045452,0.01006,4.2544e-13,0.045452,0.01006
-2.8855e-12,0.029822,0.0087136,3.9178e-12,0.029822,0.0087136
1.8726e-12,0.013327,0.007143,-5.3167e-12,0.013327,0.007143
-1.6817e-12,-0.0035558,0.0053889,1.3867e-12,-0.0035558,0.0053889
7.4518e-13,-0.020335,0.0034964,4.1867e-13,-0.020335,0.0034964
2.2814e-12,-0.036524,0.001514,5.9978e-12,-0.036524,0.001514
-9.6201e-14,-0.051652,-0.00050723,-6.8222e-12,-0.051652,-0.00050723
-2.7287e-12,-0.065281,-0.0025154,8.6797e-13,-0.065281,-0.0025154
-2.0979e-12,-0.077014,-0.004459,-1.589e-12,-0.077014,-0.004459
-8.2268e-14,-0.086512,-0.0062881,2.0861e-12,-0.086512,-0.0062881
-3.3806e-13,-0.093497,-0.0079556,-1.8641e-13,-0.093497,-0.0079556
2.5708e-12,-0.097768,-0.0094188,-2.3359e-13,-0.097768,-0.0094188
-4.3617e-12,-0.0992,-0.01064,2.0194e-12,-0.0992,-0.01064
5.2894e-12,-0.097752,-0.011588,-3.7658e-12,-0.097752,-0.011588
-2.0884e-12,-0.093466,-0.012238,2.6136e-12,-0.093466,-0.012238
-1.2901e-13,-0.086467,-0.012574,-1.3697e-12,-0.086467,-0.012574
2.6146e-12,-0.076956,-0.012587,3.1304e-12,-0.076956,-0.012587
-2.4772e-12,-0.065212,-0.012276,-2.8357e-12,-0.065212,-0.012276
4.0856e-14,-0.051574,-0.01165,1.4779e-12,-0.051574,-0.01165
1.3671e-12,-0.036439,-0.010725,-9.0827e-13,-0.036439,-0.010725
-2.4706e-12,-0.020245,-0.0095245,-4.19e-13,-0.020245,-0.0095245
-4.5386e-13,-0.0034642,-0.0080792,4.9483e-13,-0.0034642,-0.0080792
8.8507e-13,0.013418,-0.0064263,1.3844e-12,0.013418,-0.0064263
6.2187e-12,0.02991,-0.0046083,-2.0302e-12,0.02991,-0.0046083
-5.313e-13,0.045533,-0.002672,-1.6854e-12,0.045533,-0.002672
-4.1167e-12,0.059835,-0.00066704,1.7146e-12,0.059835,-0.00066704
2.3013e-12,0.0724,0.0013551,4.3504e-13,0.0724,0.0013551
-3.3497e-12,0.082862,0.0033424,-2.2309e-12,0.082862,0.0033424
3.0686e-12,0.090919,0.0052438,1.0733e-12,0.090919,0.0052438
-1.9196e-12,0.096335,0.0070105,3.8203e-13,0.096335,0.0070105
-1.1383e-12,0.098955,0.0085972,-1.2144e-12,0.098955,0.0085972
-2.8144e-13,0.098702,0.009963,2.7528e-12,0.098702,0.009963
-4.0535e-12,0.095583,0.011073,-4.295e-12,0.095583,0.011073
5.4933e-12,0.089689,0.011898,2.9731e-12,0.089689,0.011898
1.0093e-12,0.081191,0.012418,2.5169e-13,0.081191,0.012418
-4.3181e-12,0.070335,0.012619,-2.8433e-12,0.070335,0.012619
