-0.5,0.74952,-0.5,-0.35714,0.80054,-0.5,-0.21429,0.83258,-0.5,-0.071429,0.84808,-0.5,0.071429,0.84808,-0.5,0.21429,0.83258,-0.5,0.35714,0.80054,-0.5,0.5,0.74952,-0.5,-0.5,0.74952,-0.35714,-0.35714,0.80054,-0.35714,-0.21429,0.83258,-0.35714,-0.071429,0.84808,-0.35714,0.071429,0.84808,-0.35714,0.21429,0.83258,-0.35714,0.35714,0.80054,-0.35714,0.5,0.74952,-0.35714,-0.5,0.74952,-0.21429,-0.35714,0.80054,-0.21429,-0.21429,0.83258,-0.21429,-0.071429,0.84808,-0.21429,0.071429,0.84808,-0.21429,0.21429,0.83258,-0.21429,0.35714,0.80054,-0.21429,0.5,0.74952,-0.21429,-0.5,0.74952,-0.071429,-0.35714,0.80054,-0.071429,-0.21429,0.83258,-0.071429,-0.071429,0.84808,-0.071429,0.071429,0.84808,-0.071429,0.21429,0.83258,-0.071429,0.35714,0.80054,-0.071429,0.5,0.74952,-0.071429,-0.5,0.74952,0.071429,-0.35714,0.80054,0.071429,-0.21429,0.83258,0.071429,-0.071429,0.84808,0.071429,0.071429,0.84808,0.071429,0.21429,0.83258,0.071429,0.35714,0.80054,0.071429,0.5,0.74952,0.071429,-0.5,0.74952,0.21429,-0.35714,0.80054,0.21429,-0.21429,0.83258,0.21429,-0.071429,0.84808,0.21429,0.071429,0.84808,0.21429,0.21429,0.83258,0.21429,0.35714,0.80054,0.21429,0.5,0.74952,0.21429,-0.5,0.74952,0.35714,-0.35714,0.80054,0.35714,-0.21429,0.83258,0.35714,-0.071429,0.84808,0.35714,0.071429,0.84808,0.35714,0.21429,0.83258,0.35714,0.35714,0.80054,0.35714,0.5,0.74952,0.35714,-0.5,0.74952,0.5,-0.35714,0.80054,0.5,-0.21429,0.83258,0.5,-0.071429,0.84808,0.5,0.071429,0.84808,0.5,0.21429,0.83258,0.5,0.35714,0.80054,0.5,0.5,0.74952,0.5
-0.5054,0.7471,-0.54316,-0.35684,0.79119,-0.54015,-0.21587,0.81431,-0.54872,-0.069616,0.83172,-0.54785,0.069616,0.83172,-0.54785,0.21587,0.81431,-0.54872,0.35684,0.79119,-0.54015,0.5054,0.7471,-0.54316,-0.50007,0.74598,-0.39584,-0.3595,0.78171,-0.40664,-0.21039,0.81743,-0.40393,-0.075021,0.83443,-0.40816,0.075021,0.83443,-0.40816,0.21039,0.81743,-0.40393,0.3595,0.78171,-0.40664,0.50007,0.74598,-0.39584,-0.50041,0.7438,-0.25707,-0.3503,0.80155,-0.25639,-0.21909,0.83903,-0.26475,-0.066265,0.85449,-0.26374,0.066265,0.85449,-0.26374,0.21909,0.83903,-0.26475,0.3503,0.80155,-0.25639,0.50041,0.7438,-0.25707,-0.48994,0.75137,-0.10997,-0.36272,0.81314,-0.12337,-0.2088,0.84416,-0.12009,-0.076921,0.85893,-0.1242,0.076921,0.85893,-0.1242,0.2088,0.84416,-0.12009,0.36272,0.81314,-0.12337,0.48994,0.75137,-0.10997,-0.49934,0.75903,0.028286,-0.34612,0.82524,0.027305,-0.22256,0.86252,0.019529,-0.062348,0.87331,0.02072,0.062348,0.87331,0.02072,0.22256,0.86252,0.019529,0.34612,0.82524,0.027305,0.49934,0.75903,0.028286,-0.49205,0.78168,0.17412,-0.35958,0.83021,0.16073,-0.20963,0.87882,0.16341,-0.077299,0.87286,0.16026,0.077299,0.87286,0.16026,0.20963,0.87882,0.16341,0.35958,0.83021,0.16073,0.49205,0.78168,0.17412,-0.50804,0.79926,0.31102,-0.34461,0.85878,0.30966,-0.22603,0.8801,0.30433,-0.057547,0.88321,0.30527,0.057547,0.88321,0.30527,0.22603,0.8801,0.30433,0.34461,0.85878,0.30966,0.50804,0.79926,0.31102,-0.5,0.83717,0.45376,-0.36498,0.87428,0.44205,-0.20549,0.86885,0.44891,-0.078122,0.90353,0.44326,0.078122,0.90353,0.44326,0.20549,0.86885,0.44891,0.36498,0.87428,0.44205,0.5,0.83717,0.45376
-0.5077,0.74715,-0.57574,-0.36093,0.77301,-0.57116,-0.21341,0.7922,-0.58917,-0.072966,0.80283,-0.58872,0.072966,0.80283,-0.58872,0.21341,0.7922,-0.58917,0.36093,0.77301,-0.57116,0.5077,0.74715,-0.57574,-0.50704,0.74228,-0.42602,-0.35167,0.76297,-0.44294,-0.21604,0.80095,-0.44106,-0.06833,0.82375,-0.44941,0.06833,0.82375,-0.44941,0.21604,0.80095,-0.44106,0.35167,0.76297,-0.44294,0.50704,0.74228,-0.42602,-0.49618,0.74266,-0.28951,-0.35045,0.7983,-0.29045,-0.2161,0.84254,-0.30989,-0.069329,0.85992,-0.30919,0.069329,0.85992,-0.30919,0.2161,0.84254,-0.30989,0.35045,0.7983,-0.29045,0.49618,0.74266,-0.28951,-0.49223,0.77102,-0.14228,-0.3591,0.83511,-0.16713,-0.21339,0.86752,-0.16374,-0.072763,0.87766,-0.16945,0.072763,0.87766,-0.16945,0.21339,0.86752,-0.16374,0.3591,0.83511,-0.16713,0.49223,0.77102,-0.14228,-0.50342,0.80955,-0.011763,-0.34976,0.86379,-0.013623,-0.2208,0.89766,-0.029526,-0.064923,0.90745,-0.027832,0.064923,0.90745,-0.027832,0.2208,0.89766,-0.029526,0.34976,0.86379,-0.013623,0.50342,0.80955,-0.011763,-0.49736,0.84912,0.13282,-0.36072,0.8934,0.11133,-0.21029,0.92716,0.11588,-0.075355,0.90736,0.11316,0.075355,0.90736,0.11316,0.21029,0.92716,0.11588,0.36072,0.8934,0.11133,0.49736,0.84912,0.13282,-0.51272,0.88205,0.26436,-0.3488,0.93172,0.26294,-0.22482,0.93574,0.25324,-0.059472,0.92184,0.25687,0.059472,0.92184,0.25687,0.22482,0.93574,0.25324,0.3488,0.93172,0.26294,0.51272,0.88205,0.26436,-0.5,0.92339,0.40852,-0.36073,0.94652,0.39081,-0.20496,0.92241,0.40183,-0.077223,0.96764,0.39078,0.077223,0.96764,0.39078,0.20496,0.92241,0.40183,0.36073,0.94652,0.39081,0.5,0.92339,0.40852
-0.50681,0.74847,-0.59559,-0.36476,0.74922,-0.59136,-0.21033,0.77228,-0.61526,-0.077379,0.77096,-0.61241,0.077379,0.77096,-0.61241,0.21033,0.77228,-0.61526,0.36476,0.74922,-0.59136,0.50681,0.74847,-0.59559,-0.51209,0.73634,-0.44529,-0.34305,0.76146,-0.46481,-0.22267,0.78971,-0.46445,-0.05914,0.81402,-0.47655,0.05914,0.81402,-0.47655,0.22267,0.78971,-0.46445,0.34305,0.76146,-0.46481,0.51209,0.73634,-0.44529,-0.49178,0.75563,-0.3116,-0.35434,0.80284,-0.31324,-0.21064,0.85026,-0.34461,-0.075433,0.86685,-0.34415,0.075433,0.86685,-0.34415,0.21064,0.85026,-0.34461,0.35434,0.80284,-0.31324,0.49178,0.75563,-0.3116,-0.50015,0.8116,-0.17243,-0.3523,0.86524,-0.2009,-0.21909,0.90188,-0.20211,-0.066815,0.90353,-0.20622,0.066815,0.90353,-0.20622,0.21909,0.90188,-0.20211,0.3523,0.86524,-0.2009,0.50015,0.8116,-0.17243,-0.50247,0.86975,-0.049581,-0.36226,0.91891,-0.053753,-0.21354,0.93345,-0.071637,-0.073357,0.9487,-0.07068,0.073357,0.9487,-0.07068,0.21354,0.93345,-0.071637,0.36226,0.91891,-0.053753,0.50247,0.86975,-0.049581,-0.49966,0.92011,0.091893,-0.35772,0.96275,0.066371,-0.21048,0.97958,0.073534,-0.072284,0.94632,0.072702,0.072284,0.94632,0.072702,0.21048,0.97958,0.073534,0.35772,0.96275,0.066371,0.49966,0.92011,0.091893,-0.50959,0.95937,0.2216,-0.35768,0.99934,0.21894,-0.21643,0.9956,0.20668,-0.068665,0.96301,0.21461,0.068665,0.96301,0.21461,0.21643,0.9956,0.20668,0.35768,0.99934,0.21894,0.50959,0.95937,0.2216,-0.5,1.0074,0.36469,-0.35083,1.0096,0.34613,-0.20522,0.97675,0.36066,-0.072801,1.0404,0.33783,0.072801,1.0404,0.33783,0.20522,0.97675,0.36066,0.35083,1.0096,0.34613,0.5,1.0074,0.36469
-0.50366,0.74955,-0.60887,-0.36465,0.72852,-0.59996,-0.2082,0.75992,-0.62847,-0.079593,0.74775,-0.61879,0.079593,0.74775,-0.61879,0.2082,0.75992,-0.62847,0.36465,0.72852,-0.59996,0.50366,0.74955,-0.60887,-0.51328,0.73599,-0.45627,-0.33939,0.77262,-0.48026,-0.22618,0.7919,-0.47966,-0.054355,0.81125,-0.49355,0.054355,0.81125,-0.49355,0.22618,0.7919,-0.47966,0.33939,0.77262,-0.48026,0.51328,0.73599,-0.45627,-0.49276,0.78672,-0.33134,-0.35807,0.8249,-0.332,-0.20844,0.86742,-0.36894,-0.078259,0.87888,-0.36644,0.078259,0.87888,-0.36644,0.20844,0.86742,-0.36894,0.35807,0.8249,-0.332,0.49276,0.78672,-0.33134,-0.50806,0.86405,-0.20304,-0.34801,0.89703,-0.22634,-0.22167,0.93573,-0.2334,-0.063706,0.93444,-0.23722,0.063706,0.93444,-0.23722,0.22167,0.93573,-0.2334,0.34801,0.89703,-0.22634,0.50806,0.86405,-0.20304,-0.50114,0.92535,-0.082017,-0.36601,0.96717,-0.086323,-0.20969,0.97696,-0.10597,-0.077127,0.99411,-0.10554,0.077127,0.99411,-0.10554,0.20969,0.97696,-0.10597,0.36601,0.96717,-0.086323,0.50114,0.92535,-0.082017,-0.5014,0.98669,0.055392,-0.35529,1.0246,0.027152,-0.21054,1.0352,0.035656,-0.070696,0.99506,0.036142,0.070696,0.99506,0.036142,0.21054,1.0352,0.035656,0.35529,1.0246,0.027152,0.5014,0.98669,0.055392,-0.51014,1.0469,0.17745,-0.36028,1.0617,0.18009,-0.21196,1.0513,0.16842,-0.072532,1.0157,0.17943,0.072532,1.0157,0.17943,0.21196,1.0513,0.16842,0.36028,1.0617,0.18009,0.51014,1.0469,0.17745,-0.5,1.0883,0.32267,-0.34853,1.0705,0.30626,-0.20686,1.0392,0.3241,-0.070875,1.1028,0.29405,0.070875,1.1028,0.29405,0.20686,1.0392,0.3241,0.34853,1.0705,0.30626,0.5,1.0883,0.32267
-0.50089,0.74422,-0.62027,-0.36203,0.72036,-0.60224,-0.2067,0.75688,-0.63668,-0.079963,0.73778,-0.6183,0.079963,0.73778,-0.6183,0.2067,0.75688,-0.63668,0.36203,0.72036,-0.60224,0.50089,0.74422,-0.62027,-0.51306,0.75076,-0.4652,-0.34023,0.79369,-0.4975,-0.22732,0.80656,-0.49355,-0.053543,0.81991,-0.50726,0.053543,0.81991,-0.50726,0.22732,0.80656,-0.49355,0.34023,0.79369,-0.4975,0.51306,0.75076,-0.4652,-0.49848,0.83034,-0.35579,-0.36008,0.85928,-0.35329,-0.20963,0.89351,-0.3901,-0.077588,0.89521,-0.38178,0.077588,0.89521,-0.38178,0.20963,0.89351,-0.3901,0.36008,0.85928,-0.35329,0.49848,0.83034,-0.35579,-0.51227,0.92008,-0.23466,-0.347,0.93071,-0.24921,-0.22201,0.96838,-0.259,-0.063,0.96735,-0.26385,0.063,0.96735,-0.26385,0.22201,0.96838,-0.259,0.347,0.93071,-0.24921,0.51227,0.92008,-0.23466,-0.50434,0.97904,-0.11283,-0.36487,1.0153,-0.116,-0.21126,1.0262,-0.13727,-0.075907,1.0407,-0.13659,0.075907,1.0407,-0.13659,0.21126,1.0262,-0.13727,0.36487,1.0153,-0.116,0.50434,0.97904,-0.11283,-0.50578,1.0532,0.018854,-0.35501,1.0775,-0.0065536,-0.21163,1.0891,0.001314,-0.069878,1.0497,0.002325,0.069878,1.0497,0.002325,0.21163,1.0891,0.001314,0.35501,1.0775,-0.0065536,0.50578,1.0532,0.018854,-0.51139,1.1111,0.14102,-0.35909,1.1228,0.14545,-0.21376,1.103,0.1355,-0.071375,1.0729,0.14754,0.071375,1.0729,0.14754,0.21376,1.103,0.1355,0.35909,1.1228,0.14545,0.51139,1.1111,0.14102,-0.5,1.1655,0.28284,-0.35052,1.1366,0.27028,-0.20785,1.1073,0.28972,-0.071456,1.1614,0.25727,0.071456,1.1614,0.25727,0.20785,1.1073,0.28972,0.35052,1.1366,0.27028,0.5,1.1655,0.28284
-0.49927,0.74202,-0.6261,-0.35889,0.72842,-0.60163,-0.20629,0.76466,-0.64257,-0.079014,0.74435,-0.61777,0.079014,0.74435,-0.61777,0.20629,0.76466,-0.64257,0.35889,0.72842,-0.60163,0.49927,0.74202,-0.6261,-0.5139,0.7842,-0.47734,-0.344,0.82341,-0.51503,-0.22682,0.83309,-0.50829,-0.055619,0.84053,-0.51975,0.055619,0.84053,-0.51975,0.22682,0.83309,-0.50829,0.344,0.82341,-0.51503,0.5139,0.7842,-0.47734,-0.50455,0.88442,-0.38516,-0.36158,0.90389,-0.37813,-0.21079,0.92609,-0.40906,-0.076036,0.92102,-0.39607,0.076036,0.92102,-0.39607,0.21079,0.92609,-0.40906,0.36158,0.90389,-0.37813,0.50455,0.88442,-0.38516,-0.51328,0.9714,-0.26149,-0.34976,0.96972,-0.27091,-0.22083,1.004,-0.28076,-0.064501,1.0046,-0.28695,0.064501,1.0046,-0.28695,0.22083,1.004,-0.28076,0.34976,0.96972,-0.27091,0.51328,0.9714,-0.26149,-0.50828,1.0369,-0.14309,-0.36312,1.0655,-0.14479,-0.21312,1.0727,-0.16358,-0.073859,1.0887,-0.16528,0.073859,1.0887,-0.16528,0.21312,1.0727,-0.16358,0.36312,1.0655,-0.14479,0.50828,1.0369,-0.14309,-0.50801,1.1105,-0.010888,-0.35565,1.1272,-0.035399,-0.21277,1.1441,-0.030391,-0.069635,1.1076,-0.02832,0.069635,1.1076,-0.02832,0.21277,1.1441,-0.030391,0.35565,1.1272,-0.035399,0.50801,1.1105,-0.010888,-0.51171,1.1717,0.10901,-0.35622,1.1876,0.11192,-0.21628,1.1571,0.10539,-0.069251,1.1327,0.11742,0.069251,1.1327,0.11742,0.21628,1.1571,0.10539,0.35622,1.1876,0.11192,0.51171,1.1717,0.10901,-0.5,1.2382,0.24556,-0.3516,1.2123,0.23526,-0.20843,1.1785,0.25622,-0.072513,1.223,0.2237,0.072513,1.223,0.2237,0.20843,1.1785,0.25622,0.3516,1.2123,0.23526,0.5,1.2382,0.24556
-0.4989,0.75271,-0.6274,-0.35737,0.75188,-0.60308,-0.20763,0.7835,-0.64911,-0.077606,0.76805,-0.62421,0.077606,0.76805,-0.62421,0.20763,0.7835,-0.64911,0.35737,0.75188,-0.60308,0.4989,0.75271,-0.6274,-0.51674,0.83465,-0.49977,-0.34813,0.85984,-0.53148,-0.2253,0.86896,-0.5252,-0.058655,0.87303,-0.53471,0.058655,0.87303,-0.53471,0.2253,0.86896,-0.5252,0.34813,0.85984,-0.53148,0.51674,0.83465,-0.49977,-0.50767,0.93964,-0.41268,-0.36239,0.95371,-0.40509,-0.21123,0.96508,-0.42872,-0.074989,0.956,-0.413,0.074989,0.956,-0.413,0.21123,0.96508,-0.42872,0.36239,0.95371,-0.40509,0.50767,0.93964,-0.41268,-0.51289,1.0242,-0.2881,-0.35282,1.0152,-0.29362,-0.21932,1.0472,-0.30338,-0.06654,1.0462,-0.30836,0.06654,1.0462,-0.30836,0.21932,1.0472,-0.30338,0.35282,1.0152,-0.29362,0.51289,1.0242,-0.2881,-0.51042,1.0927,-0.17068,-0.36123,1.1126,-0.17007,-0.21432,1.1214,-0.1892,-0.072381,1.1386,-0.19346,0.072381,1.1386,-0.19346,0.21432,1.1214,-0.1892,0.36123,1.1126,-0.17007,0.51042,1.0927,-0.17068,-0.5081,1.1665,-0.039014,-0.35699,1.1822,-0.063694,-0.2128,1.2009,-0.061186,-0.070346,1.1677,-0.05774,0.070346,1.1677,-0.05774,0.2128,1.2009,-0.061186,0.35699,1.1822,-0.063694,0.5081,1.1665,-0.039014,-0.51185,1.233,0.078713,-0.35484,1.2512,0.078571,-0.21732,1.2196,0.074325,-0.068054,1.1959,0.086872,0.068054,1.1959,0.086872,0.21732,1.2196,0.074325,0.35484,1.2512,0.078571,0.51185,1.233,0.078713,-0.5,1.3057,0.21116,-0.35195,1.2847,0.20114,-0.20806,1.2502,0.22312,-0.073101,1.292,0.18857,0.073101,1.292,0.18857,0.20806,1.2502,0.22312,0.35195,1.2847,0.20114,0.5,1.3057,0.21116
-0.49985,0.78019,-0.62932,-0.35786,0.78927,-0.61122,-0.20922,0.81417,-0.65973,-0.076765,0.80642,-0.63934,0.076765,0.80642,-0.63934,0.20922,0.81417,-0.65973,0.35786,0.78927,-0.61122,0.49985,0.78019,-0.62932,-0.51917,0.8952,-0.53383,-0.35028,0.9037,-0.5504,-0.22415,0.91254,-0.54501,-0.060451,0.91531,-0.55404,0.060451,0.91531,-0.55404,0.22415,0.91254,-0.54501,0.35028,0.9037,-0.5504,0.51917,0.8952,-0.53383,-0.50864,0.98961,-0.4357,-0.36325,1.0061,-0.43193,-0.2113,1.0096,-0.45037,-0.074795,1.0013,-0.43485,0.074795,1.0013,-0.43485,0.2113,1.0096,-0.45037,0.36325,1.0061,-0.43193,0.50864,0.98961,-0.4357,-0.51161,1.0813,-0.31616,-0.35454,1.0659,-0.31838,-0.21793,1.0985,-0.32905,-0.068185,1.0923,-0.33038,0.068185,1.0923,-0.33038,0.21793,1.0985,-0.32905,0.35454,1.0659,-0.31838,0.51161,1.0813,-0.31616,-0.51122,1.1471,-0.19689,-0.36005,1.1627,-0.19503,-0.21492,1.1727,-0.21545,-0.071601,1.192,-0.22212,0.071601,1.192,-0.22212,0.21492,1.1727,-0.21545,0.36005,1.1627,-0.19503,0.51122,1.1471,-0.19689,-0.50603,1.2212,-0.065982,-0.35797,1.2404,-0.0932,-0.21177,1.2608,-0.092533,-0.071607,1.2292,-0.087888,0.071607,1.2292,-0.087888,0.21177,1.2608,-0.092533,0.35797,1.2404,-0.0932,0.50603,1.2212,-0.065982,-0.51266,1.294,0.048305,-0.35477,1.3146,0.045572,-0.21752,1.2894,0.040393,-0.067316,1.2614,0.055457,0.067316,1.2614,0.055457,0.21752,1.2894,0.040393,0.35477,1.3146,0.045572,0.51266,1.294,0.048305,-0.5,1.3673,0.17996,-0.35231,1.3508,0.16793,-0.20632,1.322,0.19002,-0.073463,1.3672,0.14859,0.073463,1.3672,0.14859,0.20632,1.322,0.19002,0.35231,1.3508,0.16793,0.5,1.3673,0.17996
-0.50271,0.82674,-0.63782,-0.36099,0.83954,-0.63128,-0.20982,0.85652,-0.67531,-0.076979,0.85703,-0.66346,0.076979,0.85703,-0.66346,0.20982,0.85652,-0.67531,0.36099,0.83954,-0.63128,0.50271,0.82674,-0.63782,-0.51979,0.95845,-0.56857,-0.34944,0.95584,-0.57384,-0.2243,0.96315,-0.56869,-0.059991,0.96506,-0.5772,0.059991,0.96506,-0.5772,0.2243,0.96315,-0.56869,0.34944,0.95583,-0.57384,0.51979,0.95845,-0.56857,-0.50824,1.041,-0.46023,-0.36432,1.0619,-0.45978,-0.21086,1.062,-0.47602,-0.075389,1.0566,-0.46248,0.075389,1.0566,-0.46248,0.21086,1.062,-0.47602,0.36432,1.0619,-0.45978,0.50824,1.041,-0.46023,-0.51093,1.1368,-0.34439,-0.35401,1.1207,-0.34465,-0.21746,1.1547,-0.35763,-0.068365,1.142,-0.35336,0.068365,1.142,-0.35336,0.21746,1.1547,-0.35763,0.35401,1.1207,-0.34465,0.51093,1.1368,-0.34439,-0.51054,1.2019,-0.22409,-0.36178,1.2205,-0.22463,-0.2139,1.2276,-0.24284,-0.072736,1.2469,-0.25013,0.072736,1.2469,-0.25013,0.2139,1.2276,-0.24284,0.36178,1.2205,-0.22463,0.51054,1.2019,-0.22409,-0.50473,1.2777,-0.094759,-0.35796,1.2984,-0.12217,-0.2115,1.3204,-0.12361,-0.072099,1.292,-0.11831,0.072099,1.292,-0.11831,0.2115,1.3204,-0.12361,0.35796,1.2984,-0.12217,0.50473,1.2777,-0.094759,-0.51136,1.3451,0.023318,-0.35679,1.3728,0.015281,-0.21602,1.364,0.0048654,-0.068475,1.3308,0.023384,0.068475,1.3308,0.023384,0.21602,1.364,0.0048654,0.35679,1.3728,0.015281,0.51136,1.3451,0.023318,-0.5,1.4226,0.15223,-0.3511,1.415,0.13598,-0.2041,1.3948,0.15614,-0.072894,1.4464,0.10573,0.072894,1.4464,0.10573,0.2041,1.3948,0.15614,0.3511,1.415,0.13598,0.5,1.4226,0.15223
