0,0.086769,0.043565,0,0.086769,0.043565
-1.229e-13,0.081185,0.042222,3.566e-13,0.081185,0.042222
-1.2579e-13,0.072933,0.040044,8.7386e-13,0.072933,0.040044
-2.0099e-12,0.062286,0.037075,-5.7814e-12,0.062286,0.037075
2.9414e-12,0.049591,0.033374,9.8743e-13,0.049591,0.033374
-4.6316e-12,0.035268,0.029013,2.1613e-12,0.035268,0.029013
3.5625e-12,0.019786,0.024079,3.2457e-12,0.019786,0.024079
1.6778e-12,0.0036537,0.018669,-1.3655e-12,0.0036537,0.018669
-1.4919e-12,-0.012599,0.012891,5.2014e-13,-0.012599,0.012891
1.1855e-12,-0.028437,0.0068575,-4.6269e-12,-0.028437,0.0068575
-3.1919e-12,-0.043341,0.00068867,4.7259e-12,-0.043341,0.00068867
3.2951e-12,-0.056821,-0.0054937,7.7816e-13,-0.056821,-0.0054937
-3.1852e-13,-0.068434,-0.011568,-3.1846e-12,-0.068434,-0.011568
6.0041e-13,-0.077799,-0.017413,2.323e-12,-0.077799,-0.017413
-5.6594e-12,-0.084608,-0.022914,1.2013e-13,-0.084608,-0.022914
-1.6653e-13,-0.088637,-0.027963,1.5199e-13,-0.088637,-0.027963
4.1925e-12,-0.089754,-0.032459,-1.7123e-12,-0.089754,-0.032459
2.9837e-12,-0.087922,-0.036314,2.2428e-12,-0.087922,-0.036314
-1.6453e-12,-0.083201,-0.039451,-2.7377e-12,-0.083201,-0.039451
-1.1315e-12,-0.075747,-0.041809,6.8795e-13,-0.075747,-0.041809
-7.695e-13,-0.065804,-0.04334,-3.6016e-13,-0.065804,-0.04334
1.1026e-12,-0.053699,-0.044016,-1.1113e-13,-0.053699,-0.044016
-7.509e-13,-0.03983,-0.043822,3.067e-13,-0.03983,-0.043822
2.8288e-13,-0.024653,-0.042762,1.1791e-12,-0.024653,-0.042762
-1.3163e-12,-0.0086649,-0.040857,-9.4946e-13,-0.0086649,-0.040857
7.9192e-13,0.0076074,-0.038145,-1.3811e-13,0.0076074,-0.038145
-7.9869e-13,0.02363,-0.034679,7.2875e-13,0.02363,-0.034679
8.7053e-13,0.038876,-0.030528,2.4301e-12,0.038876,-0.030528
1.2306e-12,0.052845,-0.025774,-4.7866e-12,0.052845,-0.025774
-8.7341e-13,0.065077,-0.020511,-1.7238e-12,0.065077,-0.020511
2.0558e-12,0.075172,-0.014842,5.2475e-12,0.075172,-0.014842
-1.2656e-12,0.082796,-0.0088804,4.4464e-13,0.082796,-0.0088804
-1.1145e-12,0.087701,-0.0027431,-1.9e-12,0.087701,-0.0027431
5.6042e-12,0.089724,0.0034483,-3.2619e-12,0.089724,0.0034483
-7.232e-12,0.088799,0.0095717,2.5476e-12,0.088799,0.0095717
3.3172e-12,0.084957,0.015506,6.0054e-12,0.084957,0.015506
-4.3631e-12,0.078324,0.021134,-3.8332e-12,0.078324,0.021134
4.0447e-12,0.069117,0.026344,-3.9613e-13,0.069117,0.026344
4.0636e-12,0.057639,0.031034,5.0304e-13,0.057639,0.031034
-3.9501e-12,0.044268,0.035111,-2.3676e-12,0.044268,0.035111
-1.0977e-12,0.029442,0.038493,-3.1503e-13,0.029442,0.038493
6.5231e-13,0.013649,0.041116,-6.1623e-13,0.013649,0.041116
-5.4073e-13,-0.0025924,0.042926,1.8775e-12,-0.0025924,0.042926
-2.2151e-12,-0.018749,0.043888,-6.8437e-12,-0.018749,0.043888
6.1895e-13,-0.034289,0.043983,9.5097e-12,-0.034289,0.043983
-2.1337e-12,-0.048703,0.043209,-3.0929e-12,-0.048703,0.043209
3.8475e-12,-0.061516,0.041581,4.197e-12,-0.061516,0.041581
-9.7766e-13,-0.072309,0.039131,-1.2383e-11,-0.072309,0.039131
5.17e-12,-0.080726,0.035909,8.743e-12,-0.080726,0.035909
-5.958e-12,-0.08649,0.031977,-2.7335e-12,-0.08649,0.031977
4.073e-12,-0.089413,0.027413,2.2547e-12,-0.089413,0.027413
-2.1403e-12,-0.089399,0.022307,-1.6429e-12,-0.089399,0.022307
-7.7982e-13,-0.086447,0.016761,2.0227e-12,-0.086447,0.016761
-1.8975e-12,-0.080655,0.010884,2.9503e-12,-0.080655,0.010884
4.7279e-12,-0.072213,0.0047916,-2.629e-13,-0.072213,0.0047916
2.6282e-12,-0.061399,-0.0013954,-3.8416e-12,-0.061399,-0.0013954
-5.1682e-12,-0.048567,-0.0075549,2.1849e-13,-0.048567,-0.0075549
1.1228e-12,-0.034139,-0.013565,-2.1555e-13,-0.034139,-0.013565
-3.475e-13,-0.018591,-0.019307,3.1586e-13,-0.018591,-0.019307
2.1272e-13,-0.0024307,-0.024668,-3.5455e-13,-0.0024307,-0.024668
-3.5011e-13,0.013809,-0.029541,8.1513e-13,0.013809,-0.029541
1.7225e-13,0.029595,-0.033831,-1.6986e-13,0.029595,-0.033831
-8.8285e-13,0.044408,-0.037452,-2.8516e-13,0.044408,-0.037452
-6.4382e-13,0.057763,-0.040334,1.9945e-13,0.057763,-0.040334
4.9016e-12,0.06922,-0.042418,1.2502e-12,0.06922,-0.042418
-4.2127e-12,0.078402,-0.043664,-5.8006e-12,0.078402,-0.043664
-1.48e-12,0.085009,-0.044048,2.9077e-12,0.085009,-0.044048
9.6001e-13,0.088823,-0.043561,1.5817e-12,0.088823,-0.043561
1.7583e-12,0.089718,-0.042214,-4.3066e-13,0.089718,-0.042214
-7.1898e-13,0.087666,-0.040032,8.1279e-13,0.087666,-0.040032
-4.2226e-12,0.082734,-0.03706,9.2815e-14,0.082734,-0.03706
3.19e-12,0.075083,-0.033356,2.4299e-12,0.075083,-0.033356
2.2594e-12,0.064966,-0.028992,-2.0793e-12,0.064966,-0.028992
-2.4648e-12,0.052714,-0.024056,2.6298e-12,0.052714,-0.024056
2.1081e-12,0.03873,-0.018644,-2.8251e-12,0.03873,-0.018644
-1.2063e-12,0.023474,-0.012864,-3.4256e-13,0.023474,-0.012864
-4.0579e-13,0.0074462,-0.0068296,-4.5913e-13,0.0074462,-0.0068296
-4.8849e-12,-0.0088259,-0.0006605,3.5369e-12,-0.0088259,-0.0006605
6.2882e-12,-0.024808,0.0055217,-3.7614e-12,-0.024808,0.0055217
-3.3258e-12,-0.039975,0.011595,-9.4957e-13,-0.039975,0.011595
1.6351e-12,-0.053829,0.017439,-6.6075e-13,-0.053829,0.017439
1.8986e-12,-0.065914,0.022938,1.9937e-12,-0.065914,0.022938
-3.0156e-12,-0.075834,0.027984,-8.8125e-12,-0.075834,0.027984
-6.3283e-13,-0.083262,0.032478,5.3548e-12,-0.083262,0.032478
4.7898e-12,-0.087954,0.036329,8.9591e-12,-0.087954,0.036329
-6.3105e-12,-0.089757,0.039463,-7.649e-12,-0.089757,0.039463
9.055e-12,-0.088611,0.041818,3.4993e-12,-0.088611,0.041818
-2.2036e-12,-0.084554,0.043345,-1.4858e-12,-0.084554,0.043345
-9.0108e-12,-0.077718,0.044017,6.0324e-13,-0.077718,0.044017
8.9928e-12,-0.068329,0.043819,-3.3455e-12,-0.068329,0.043819
-2.7963e-12,-0.056696,0.042755,6.4285e-12,-0.056696,0.042755
-1.9784e-13,-0.043199,0.040846,-8.4089e-12,-0.043199,0.040846
1.0025e-12,-0.028283,0.038131,3.5175e-12,-0.028283,0.038131
-6.4009e-12,-0.012438,0.034662,-2.4746e-12,-0.012438,0.034662
8.4224e-12,0.0038152,0.030508,3.9794e-12,0.0038152,0.030508
-5.138e-12,0.019944,0.025751,2.0211e-12,0.019944,0.025751
7.2919e-13,0.035417,0.020486,8.1712e-14,0.035417,0.020486
3.5383e-13,0.049726,0.014816,-1.4752e-12,0.049726,0.014816
-6.8678e-13,0.062402,0.0088528,-1.5243e-12,0.062402,0.0088528
4.4167e-12,0.073027,0.002715,1.8616e-12,0.073027,0.002715
