1.482979546224518497e-01 1.119261181024955726e-01 1.136610974006631997e-01 1.301165439154389480e-01 1.247343820704242545e-01 9.607715539185678055e-02 9.905816142397755319e-02 1.021935846852007057e-01 8.795919047470440733e-02 9.194564018942696926e-02 9.085417202595937047e-02 8.996551313819320383e-02 8.856279815500744945e-02 8.814862763387652789e-02 8.860617965351993974e-02 8.802580331523210400e-02 8.434212266634830146e-02 8.602850065735941076e-02 8.802550539196765667e-02 8.861463718983277060e-02
1.094211535847959271e-01 8.481766158502213049e-02 9.105142670544531802e-02 9.276093259985382367e-02 8.116748392471613560e-02 8.576480101030645176e-02 8.331193344439097315e-02 8.295018997295772190e-02 7.558126612755725060e-02 6.827474113181028481e-02 6.082189149346162865e-02 5.998180007254750451e-02 6.012628337034147535e-02 5.591302625999704234e-02 5.681276127450362451e-02 5.835782674319545810e-02 5.621084395122266653e-02 5.729313455093482110e-02 5.561507351128693044e-02 5.884538268387625587e-02
1.297218493416807117e-01 1.126434072302480993e-01 1.132136046353176412e-01 9.752479405044867100e-02 9.839110791709834714e-02 1.043613741286840146e-01 9.956435954381503972e-02 8.917464462387368618e-02 9.005158080452416169e-02 8.711641435286432422e-02 8.029456472114253340e-02 8.131296645122493283e-02 8.200597911859569544e-02 7.827537427894704081e-02 7.775662044786681160e-02 7.673334301158254989e-02 7.582361657466898941e-02 7.645019850119862126e-02 7.348855418563071673e-02 7.453528465356530630e-02
1.049682553643008359e-01 9.804565522489114282e-02 1.031533115526645505e-01 8.689181240230797743e-02 7.996073967796259174e-02 9.586207753125883246e-02 9.463040804055437849e-02 8.599971617618631936e-02 9.238864730286720783e-02 8.239910794687636819e-02 8.378089041305848694e-02 8.712810076101114298e-02 8.335241596110339046e-02 8.054849427132522444e-02 7.976882721637103268e-02 7.904006372533073366e-02 7.966100779824251965e-02 7.905008373827172863e-02 7.924823627421140326e-02 7.749424819621092420e-02
1.341553482849313361e-01 1.085954524932034593e-01 1.086759589940635290e-01 1.132840180891927090e-01 1.294201225538250399e-01 1.245356210495889432e-01 1.200800389017487452e-01 1.040061575146530026e-01 9.920532348057126137e-02 9.604057875949796597e-02 9.067781890148324253e-02 8.061386298713707488e-02 8.222107251238595926e-02 7.991248533037986768e-02 7.737759833354834749e-02 6.789218413395897711e-02 6.770216327861285077e-02 6.217286509531810834e-02 6.467201903795583018e-02 5.816995097346974036e-02
1.241974909666683918e-01 1.228990309369423078e-01 1.081530752694316172e-01 1.023454249793617210e-01 9.878015527022467046e-02 1.014486931045957413e-01 9.729027531607145618e-02 9.256856891354708905e-02 9.185622957308417491e-02 8.947346014113527479e-02 8.435710530557949394e-02 8.768108591777776240e-02 8.494942387179632570e-02 8.549465686219397120e-02 8.295377051354675679e-02 8.461998626316843963e-02 8.693069113679399718e-02 8.571474124039514531e-02 8.666268271400034973e-02 8.944237975867064261e-02
1.997534546194487948e-01 1.851957532230603387e-01 1.608722207909208668e-01 1.581214169250987900e-01 1.667125298711899795e-01 1.525039486985585724e-01 1.483166114217253639e-01 1.647517151586275486e-01 1.244207378951060899e-01 1.380261873486078594e-01 1.099164791950364845e-01 1.021843426690896978e-01 1.089044798328506203e-01 9.823536799331208935e-02 9.756269822456964391e-02 9.119025873526417914e-02 7.882194615587642672e-02 8.284105558619672682e-02 8.711522410803811123e-02 7.763675033251900282e-02
2.126516649847071949e-01 1.425123531213610961e-01 1.772871531346329743e-01 1.502583357880842019e-01 1.492631480812846578e-01 1.665626336211058767e-01 1.363555771430116914e-01 1.213573242983963657e-01 1.056758522919202109e-01 1.072513109380590357e-01 1.010069943314017005e-01 1.052112257077045809e-01 1.080984125180801253e-01 8.625395299405554106e-02 8.580896146487150544e-02 8.551337425196466058e-02 7.875699494400859035e-02 7.137884624861418059e-02 6.828513743957452531e-02 6.802383072205038517e-02
1.707237464173328723e-01 1.702812925435910341e-01 1.364475157080305701e-01 1.446197193778465950e-01 1.514830454767330248e-01 1.232622089989166558e-01 1.334548879184883075e-01 1.289041544083127933e-01 1.256999615416125593e-01 1.131548071288385610e-01 1.116552692507535027e-01 9.921086218940808332e-02 9.039790299561477338e-02 1.071773398890020351e-01 8.817564089856116949e-02 8.354274444387733978e-02 8.527475057995703711e-02 7.783894553731671162e-02 7.138113911965104919e-02 7.250931276294998729e-02
1.766129760422684436e-01 1.167690551050357822e-01 1.651729193611045088e-01 1.429148036840557912e-01 1.404405850955194879e-01 1.378471426056172011e-01 1.418632086327817621e-01 1.287669143488586465e-01 1.339590358528406633e-01 1.082033550009063178e-01 9.453682349667173745e-02 8.968302081778213586e-02 9.876890148246837697e-02 8.480000600312162518e-02 7.916556950980284391e-02 7.606371742832061800e-02 7.113817941887745633e-02 6.466147409012104608e-02 6.380691326573795230e-02 6.380264465273008390e-02
