-9.37267722970369-5.59308763191096i
-1.42374532894997+3.21112378807136i
-0.0009093721241938+0.0699014353291128i
-0.515014712745967-0.498030818027406i
83763.240173132+6996.09591341933i
65.6248125233455+229.828169762501i
-222.716329686998+470.399500574118i
4.87425704894812e-05+8.34038335630397e-05i
-1424.39817358323-1244.12478152985i
-682.639985816212+448.966128279161i
1257.66226274111-1608.72324544995i
2536.69316472139+4855.87557538408i
-0.109823244680347+0.0398127479151823i
-584.665220445683+22.9077236250794i
109.548836618793-28.7160673042011i
-202.470025458071+600.514654922113i
-0.188346543133317+0.0323597806860356i
0.387234655962152+5.95294310846924i
-58160.6246141134-146474.96543779i
-26444.0316148437+135728.727595522i
933259.231769564-75069.5642071512i
267599.939617582+61349.2320955665i
407925.369640887+477301.451518781i
989375.623334829+457219.775049695i
-196381.641792726-11515.3815755825i
-6915.88391502012+26884.8576189232i
-516669.624027931-669968.852360941i
-204161.029785227-177949.049911557i
293788.543404708+140911.464434855i
33193.6815081876+1204.89186536116i
91079.317766667+202033.837656121i
-219000.519908853-244630.281554934i
-147414.250633071-259680.940080511i
326401.215755901+1012991.44185286i
9467.55855211208-79736.1886559468i
-41299.0640461263+50062.2041473314i
-168304.221887269-91547.851541145i
-219770.77149719-8778.82926858356i
-699485.410203496-1159342.50782553i
-932688.054054543+348260.290985794i
