22483.6147561649+7529.8046811429i
2.25616673830996+27883.932195687i
17125.7350835395-21990.061003013i
-20412.5322849554-13102.1354343495i
-4141.28750101543-749.898985831925i
-23457.6616786819-2146.96836346252i
24121.1881501839-2454.50081134495i
-150.433227663953+3113.63091346044i
2779.66924837639-1450.35834029183i
18102.2028597317+15743.5724243382i
-18485.5702223863+13746.4827354111i
-3759.80110389708-252.119039605547i
-2763.21965075671+227.712949068712i
-1147.52566995595-2638.17554682941i
-6987.72926663831-24173.8552530384i
12535.5410309337-19229.5355026227i
3225.2378069067-3035.36481855854i
-2225.08879782503+472.913608657987i
492.320316918866+420.829984968945i
1203.26452001268+1652.20026571688i
-6076.85111420805+24704.1544944652i
-5036.76835628498+25129.2333613554i
607.085195216917+3591.60466656203i
-1644.61201250161-1244.24590690521i
-2225.79533406958+1390.576310769i
1750.81742319943-1079.56833517125i
-239.706833432838-4610.01810097569i
15411.6050686517-18877.1657430986i
-7919.06774555762-26745.9782724921i
425.901743908633-918.996905255995i
1557.15825066601-2587.56651747601i
-3634.14071885007+76.5444611406525i
924.64593087219+1759.08209642823i
626.793432622568-2326.84408540139i
-4777.68087261543+3650.15350374526i
-21127.3162293305+11657.0904015658i
18960.7757374664+19249.5172841962i
-1716.22609089859+5210.51675425685i
3819.8205742291+1238.15807685759i
-2234.8312361305-3275.34420026234i
-2733.06709561186+3086.72545410214i
3493.78995713909-827.089882721901i
-2374.38002342323-2837.53182782802i
4204.62004452998+2049.15967821651i
27765.1986451754+1130.93176358838i
-24486.4160384441-4140.31943235889i
-6639.15358272637-6603.39604314843i
768.441940678834+4885.01352347539i
2894.07103348145-4397.98160496567i
-6017.15048844527-88.49251047238i
2294.51911690949+3998.10750036582i
1471.9251897766-5056.0025095028i
-5117.11538317782+2519.77940318939i
1399.46791798724-656.057624492801i
-24314.2746334295-22874.3331941743i
27972.2939862042-20175.5301826967i
9557.34884292353-5033.89140039585i
-6426.66277133141+4320.95293461682i
7419.37053538136+1406.75317798172i
-3834.51403192214-6543.45053732854i
-4204.66553372953+6110.74754110119i
6823.58196110712-1052.07573550703i
-5483.9326099666-4985.23149758327i
2212.23200425087+7516.10065036272i
1665.49091726578-4673.64022167919i
-34290.8272077769+26542.6899748273i
11643.8748948113+5568.41668157334i
8600.99200508501+13467.1671417044i
-9329.90326964818-8970.27392302696i
2291.69878641012+10715.1628125334i
5722.66284936844-8509.10855598746i
-10616.8043009836-184.511795656856i
4865.87180294581+8023.97299073169i
3121.23720811858-9683.19536701193i
-9694.48618678925+4971.47260712441i
11409.6371691671-998.404238489339i
-12079.062281309+2407.33706669476i
-959.895864729313+6356.11725087622i
-1359.77445272191+1384.47164894085i
-38304.5036663521+14545.4792277343i
13990.0783914625-17342.9370659177i
-14194.0271501796+9063.54683198386i
14597.5577081635+2340.30529961231i
-6968.10868005861-12422.467214263i
-7177.61688459654+11708.6216822892i
13322.1203124955-1573.93801198429i
-10886.5126725895-10088.3778112572i
3307.23123410837+16514.3574335165i
-1751.91307496288-20051.7850318571i
50109.0950271241-6228.65209184484i
366.297389549152-46.0159617243331i
-37.7262725328789-147.709006584848i
-76878.1224791876-32772.9771220781i
6910.30132104382-99499.4288374278i
-67603.4471406844+70356.1096575595i
72221.3166226758+51684.4677743136i
15544.6405547838+3109.4002627033i
79287.5995213457+16806.9280086732i
-89380.8665229586+7703.85333389296i
2925.98161162705-10338.2015279618i
-10357.8602278311+2528.29408437266i
-55932.9095124745-61638.8640544317i
66861.3340108724-50570.3932548401i
14004.6045393848+3705.08777971113i
11636.4142564483-1569.83416934326i
678.22639863455+8942.79621572882i
11222.1035798612+88391.8959342185i
-46517.6823845938+69215.8231334072i
-14166.6557502772+12715.759859448i
11089.6478798864-94.8275211087217i
-2141.60987598874-4675.83072441104i
-5388.98257722168-3939.33265007867i
38847.8416647799-80045.4752288255i
19881.350779631-96500.5138977374i
-5665.60889861339-14717.6656310567i
6524.43795157486+8901.04649332388i
11483.366783209-7125.60108894819i
-10500.3973634616+1864.87249459939i
-244.470224809531+19355.8048703847i
-64733.95249062+50096.5599613855i
36786.2420690399+105168.772532289i
-1485.88568222189-1598.38247400033i
-10132.9322001805+12738.3262273556i
18436.6012744811+2425.98618958321i
-3828.19363728103-12101.3824746756i
-7056.00048775774+11858.0832121616i
23500.2110206216-9253.59101050303i
77053.9800498314-24127.3159530981i
-81451.8050234733-68865.3387591126i
11949.0749376788-21797.2530252594i
-20553.0703490588-7685.360115525i
8907.11141080428+19725.6959695641i
16360.5880170374-15328.4038157557i
-19890.2067499434-648.656412538968i
9501.1542579438+17858.3119157487i
-10828.9013862162-16350.4689259513i
-94803.9460938493-27160.2663271824i
96424.095285993+4574.44230344091i
31461.8152866687+31213.0590250978i
-2757.204496471-27781.4067002714i
-18926.2254013538+22052.0448239049i
31336.2457294105+5053.23765276112i
-8945.23669088268-25104.3337605497i
-14528.1076859276+24481.8501472612i
29011.5702897648-5620.80150214777i
-13605.7283957368-2939.26332982022i
65193.934053178+107110.179310669i
-111833.407998471+92254.9526501114i
-44944.8057148282+29291.5420060336i
36206.2347491655-20946.109408684i
-39564.5230008365-11274.7527996778i
15230.4270879325+37991.0638756165i
27177.8961259529-29872.1968978649i
-37924.752885997-2998.76944099245i
21717.5972449654+33296.359227465i
1460.64920601345-40549.7637394798i
-14348.8600719021+25175.2927871171i
165304.545379978-49778.1162334181i
-56805.5525272287-15902.1242801356i
-49014.3539243821-65713.2064764978i
47338.3076416514+48096.3841501039i
-8316.41710845743-58500.7614990695i
-36463.9197151129+42097.5216394507i
55822.1444236087+9171.58433573886i
-18477.0198102316-48656.6109380748i
-28696.9071916951+46448.8975001909i
56294.9924530892-11452.4243850282i
-57789.7562929787-14518.0272963391i
62348.1276406742+8045.17492068287i
15091.6704844561-20862.0753649196i
4523.25753178919-7998.45445600651i
180362.231810372-76354.5154068541i
-71242.9756332747+89010.2620996646i
77726.5970316278-44096.9470265605i
-76984.2050343822-20074.1603253724i
27670.7362488927+71065.6664525699i
47947.775958811-56538.3332860977i
-72424.014367655-7286.80810517813i
42407.9948954717+66170.9798874738i
8468.65615104249-86824.2536743235i
-25943.0803076139+98312.2220014994i
-208145.790848084-55994.0848363461i
-1333.4247066922-641.296068773016i
418.148806794363+618.369527135337i
