-1431.53278769868-3943.38355233351i
45501.367189871+56735.9063795243i
-964.619034713672-295.961360959265i
-38043.440686046-3431.01628780516i
-47554.535612226-18556.8708274703i
1997.58837473363+5823.48679824295i
-2689.88966205208+4887.96593465938i
49334.0928910619+59571.9935925124i
6521.21145847366+77113.4748378286i
-5963.71447341323-11675.4952923502i
-760.036492314081-822.698074185999i
-19821.5130631585-44061.5524155891i
-21593.2479991378-81061.218356361i
35252.3933361329-38930.486378614i
129.563213665056-1341.61754133107i
86.3134286754819-12.52747055122i
-6848440.80324681+296043.486224926i
-0.601142586220348+0.252831410700376i
1577810.83938389+3443501.95192243i
1586617.32532617+10068322.5534656i
1000174.84812672-7816414.30168892i
-2277.82832400194-282161.983682162i
-513240.105505512-5479813.81766878i
595.479807276693+491.826746702393i
-243298.333090025-2946118.80267282i
-77126.89186026-214467.415652285i
-247908.334750113+315348.089763616i
195222.323100813+7322966.96995719i
2680928.59816819-3224159.3530244i
929423.248584907-1501099.62919248i
-31377.3835774082+25895.2005670191i
-7102.37583043201-8335.02797456631i
