1.01447708789386+0.00348421602312992i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
0+0i,0.984158249044928+0.00869411577557514i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
0+0i,0+0i,0.95980461136361-0.00685932988981968i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
0+0i,0+0i,0+0i,0.951756766313016+0.000240855108426495i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
0+0i,0+0i,0+0i,0+0i,0.965586580216512-0.00391469146791938i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
0+0i,0+0i,0+0i,0+0i,0+0i,0.950415370331663+3.64568374889485e-05i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0.942020268494167+0.00293303531525359i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0.94342687763019-0.0220382527939989i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0.954291522223921+0.00564524475533059i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0.99528063475498+0.00344333626445638i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0.971436686038559-0.00720390898035639i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0.960797684523474-0.00561266334299918i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i
0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0.96587104820419+0.0297851138862066i,0+0i,0+0i,0+0i,0+0i,0+0i
0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0.98078230890289-0.0038341947367382i,0+0i,0+0i,0+0i,0+0i
0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0.980562529426237-0.054183644810334i,0+0i,0+0i,0+0i
0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0.977078555530872+0.0516568682764578i,0+0i,0+0i
0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0.971862299420419-0.00250191673246635i,0+0i
0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0.960647416751696-0.00649392930898685i
