-41294.473082838-27116.4434606884i
-17123.1236489023-64290.5039767684i
-65489.8995908847+9334.48406641208i
58493.9021660883-16287.6128387258i
14260.7554667409+10104.617245947i
4932.76912171736+64134.078518985i
-1680.67243458119+58967.8219071805i
-2487.83882893805-1630.4693809305i
1534.43428026778-25.5079853730078i
68029.5779185711-12876.0703300136i
-53841.4685053172-28109.9429166819i
3822.72947991225-10719.3314533365i
11231.0118000225+10636.1546437794i
-6384.07733252548+4624.46672992158i
-4128.31781109691-71335.460262906i
32618.0208964457-61198.4124409i
15250.8380052916+4905.36946299325i
-5962.46781032701+5862.54804930968i
11855.0949301009-3752.26783825554i
11247.7920739894+19282.4429483633i
-36046.811783728-47303.6770471087i
54801.5131087327-22894.6721091137i
-12877.8749149016+17144.4027667358i
-2235.42339619288-17403.6784560224i
15541.6607742002+19810.9019768308i
-15700.4201523865-6113.03094377891i
43260.8016649191-13119.3061011028i
-5064.54616028673-2506.94225176498i
5637.55164410345+768.484215556457i
-30479.7300484993-31066.7920753448i
32951.5918253421+448.747961624133i
-24452.8165626942+14691.3090188459i
28335.7143000171-18854.7673536356i
-32.4017219951347+51741.8397831352i
-19401.5502459055+70096.7741368978i
-90.6816446208713+229.972919090954i
-68.506261667322+239.866660767874i
-18867.8592868282+67398.7868275206i
-19873.6854868727+57720.9108751307i
-10915.7648651111-48065.4418726845i
31947.2078428924+48377.2605337811i
-51252.5556545848-31850.9101482089i
-33126.3060113714-28736.588226689i
-8065.6425358107-59414.2604445822i
-58118.9944458623-111.801197434761i
54736.2903434071-8422.64955532196i
11164.5638100521+11161.5189516453i
-4451.42618161391+56281.2463444958i
-7431.65861251934+54242.5615365956i
-2710.70219582549-2018.19045473787i
2051.12679598283+596.084873041468i
60369.303455853-252.545055066475i
-46907.792510603-31416.4715909229i
5262.40301751242-10040.6822775695i
8090.35678018776+11875.1619660132i
-6118.65559625918+2477.22541314882i
9418.39681795108-60433.5413990414i
37219.185117414-55311.5701661039i
14552.0030265976+7437.63792981768i
-7644.16167730024+3592.72484275762i
12583.4510640053-1101.10326251579i
5456.79725444693+19798.9963372303i
-18842.0342822739-46356.8786001214i
56811.4773578344-18123.5133297392i
-15845.2653836973+15168.7800883202i
1763.85620268219-18137.0717156436i
9954.99313981217+22179.8277695162i
-12956.0879559604-10109.3495112198i
42836.4475686818-1626.97547812619i
-3278.01964394796-3160.13544350789i
5773.98958335421+1086.90837107551i
-24420.9840917718-36600.1399722285i
32893.5155039642+7541.43312230206i
-27657.6518041251+7667.71215218506i
31912.2298831523-11395.7230024045i
-12997.2994426276+47794.550648907i
-33435.0459487126+52545.2756375934i
-125.73860825031+142.080340624263i
-75.3357238437366+252.695929907134i
-26150.5153323719+67261.0115307889i
-31604.9650766746+53575.2037262349i
467.252009650278-50428.3680302177i
18781.3854851335+53749.8431843101i
-40134.7360105714-43230.9219767235i
