-0.000181025918110421+0.00235954971274621i
-0.000181028856899803-0.00235954639598856i
-0.000112439987068071+0.000414488856916274i
-0.000112439851535477-0.000414488601656071i
0.000695463691295414-3.62113026723339e-09i
0.00160711249549714+2.3956387138071e-09i
0.00179371819328963+0.00160186538832609i
6.12016079400673e-05+0.000515543333331844i
6.12024423476065e-05-0.000515543415033581i
0.00179371948221098-0.00160186750452471i
