1453.17003628315+1686.58401218806i
-63.6837415351143-203.780619132483i
-476.922619676567+20818.4059762427i
-3786.45450255805+4218.77091116725i
8829.47233733338+40428.8182848033i
-5826.53295080135-66149.0283640105i
-526.100605443371-342.789109026084i
397.052845763565-456.981271132857i
-886.616962625564-528.071648477754i
1350.53535796306+869.596884444416i
-24.7310451449322-375.345172582214i
-528.244261193641+2546.20031810429i
-43.6777971003546-2618.84811484301i
108.179448396446+112.788009605546i
-3.69608716079564+4.99724169935198i
28.2565285808238-11.3175398059168i
