0.00117293279268029-0.000798812001353766i
-0.000422500257556096-0.000330158403749779i
-0.000422500245737516+0.000330158327032523i
0.00117293179777505+0.000798811455220013i
-0.000690080636018491-0.000382884710468587i
-0.000690080642737154+0.000382885341206274i
0.0018528529285386-3.9924401486896e-06i
0.000629769291392089-0.000233407431729601i
0.000629769290103253+0.000233407441280567i
0.000113610927489475+4.69090250012226e-05i
0.00185285296348327+3.99242846085092e-06i
0.000113610934514491-4.69090243600832e-05i
