-30469.7442827907-16652.9421928209i
-6042.99046634677-44466.1309100954i
-40808.9809503272+18065.7244823589i
40271.9101642747+3148.85856143352i
7416.23649999552+2780.22367854061i
23261.0309373514+34533.6602882346i
-24092.3473996441+31651.9346614208i
1991.63326354573-4140.03158910381i
-3459.19918307801+2514.66924581526i
23964.9454155149-36608.3100908881i
-12331.543914203-40989.7657858293i
5884.84495625815+64.6704543881992i
3388.7304612424-472.562126725178i
3104.71970076509+7349.63273450338i
-42198.0049389869-4822.72054147359i
39879.8894290546+12497.6319593339i
-3839.69360484516+6395.37397644802i
6818.05364713062-1892.89548527785i
-2151.70178467129+4222.3542125169i
11000.1346200089-5906.25210780247i
3850.03843822454+50217.5061056035i
-30552.9270905484+40910.6497378983i
-6994.38764131499-9895.41812769428i
4818.7010179075+6705.5329443178i
-14.3837365166298-5256.02421180978i
6793.79091691011+8766.50328943821i
-10557.9790024597-11956.9376484866i
37900.8373863445+29586.7777129339i
-51239.468863009-323.24325670502i
15184.8590161294-3348.49172331304i
-10464.0175789859+6292.38405547981i
13184.0051822701-4269.30362414868i
-8869.86815387588+7418.68567830775i
17424.8270735065-10090.9464687291i
-15517.7732735801+19807.700768807i
5102.28433227995+650.498225069328i
-4705.1799401093-3187.56716224799i
-2705.06532739263+24934.1273906404i
-9177.71112000219-18664.3503451587i
9877.6728746628+17835.5520156536i
-5091.41164863567-15866.6665406392i
13564.8429499111+22001.6781437441i
-21094.8390658609-29007.3063996526i
-5261.49137512576-57989.8175097526i
0.635680428884413-240.548311852273i
188.030652723285-196.820823754652i
43443.4477888252-42683.2946828391i
35475.6715338342-8192.56277283987i
-27659.6314324009+15664.2021539702i
28782.9266036335-11315.3931695215i
-27274.3586934903+14419.7711271388i
-29701.6011218682-23942.4528224053i
1936.99135184794-49484.8507135744i
-47685.2890857339+11288.4386307582i
43414.0429602133+11011.8316482685i
7508.94889053069+4432.27972516521i
17974.8143446866+42116.31718911i
-32290.9741348937+30309.5181794035i
3050.53615724051-4081.31525346821i
-4264.06801169362+2082.91202810531i
33930.905817692-34393.3010945035i
-6089.20634413303-47546.837575421i
6399.23649554965+1310.42355665307i
3756.70116516486+19.3456969347977i
2010.27371059387+8726.51371331397i
-44492.7705135622-14755.5089917008i
41999.8416767153+21098.5255180936i
-5547.77724589558+6271.25630301195i
7999.72673487515-738.030876459044i
-3374.35132196684+4242.17917323337i
13528.244680178-4241.27498667401i
-7753.94807893518+55638.6358383589i
-41788.8623723568+40169.9541759714i
-5796.56698046531-12429.723483994i
3974.33067321099+8563.53389243147i
970.253449864551-6052.16951623138i
5825.20379311484+11348.5201460656i
-9178.05494415062-15742.2316575355i
34185.9304098261+42378.3908642976i
-58056.0093795913-10033.1825949333i
17674.664248532-668.697481498395i
-13105.9652357244+4861.56336060505i
15697.7380600101-2117.1815192996i
-11698.4238027234+6440.2852372756i
21921.583000493-7679.60980822458i
-21923.9127688012+18981.1495996183i
5484.81517149445+2168.34577493668i
-4806.01659107358-4560.77174245942i
-8278.16990661917+27452.5277977871i
-6387.76032953084-22919.9230784522i
7367.15800832868+22141.9558930602i
-2510.16520202569-19107.1335813885i
10594.2813016574+27828.5839017333i
-17580.137720862-37534.8936962361i
9021.74174925326-66183.4399309404i
75.9328034659379-269.584356739061i
257.871622652825-193.525193611832i
57773.7659618717-39947.6606763449i
41650.1811152443-1711.36910766614i
-34441.8162080775+11810.8800698191i
34804.05200732-6798.88933825253i
-34037.9149048415+10439.6911599392i
