17743.6675859619+3883.76950442677i
-3143.42166075845+19138.9696572973i
5282.78795018325-19176.0756993122i
-7824.45129074361-14651.7899663495i
-2169.42333487163-769.580193230816i
-14031.9491978888+9537.58291847763i
13538.025957075+10440.7283501848i
705.606458889008+2489.66001269777i
1443.6762205041-2568.76525719197i
16433.2472254566-3303.50812840246i
-14863.3219884043-6287.10688194937i
-1836.86588018939-832.407081887493i
-1418.72729889198-743.885067569337i
-2702.85572564491-446.371371967238i
-16691.2556917717-724.085743758517i
15451.3839571365+4880.03628894276i
2961.51466149736+598.037870058167i
71.8679344670959+119.556448999878i
-297.216793597753-975.404098143274i
2112.67151550033+961.559214290968i
16403.3524892327+3677.29515944761i
-16051.243139752-3900.3370444896i
-2607.38512705147+789.146544110221i
29.4909062321919+202.433287152516i
-694.53389668877-779.482434517838i
-901.823808485402-684.843896268231i
-2482.77739576977-1120.65897243917i
-15521.978431485-4030.83475800612i
15224.2501841419+4089.91746962169i
2554.97821231505-213.833684566841i
839.705971921114+227.423661904142i
95.142860119377-384.732332035189i
-710.377539562494-924.787147584355i
-392.663532743134+503.787983798183i
2451.79890839136+2510.7509311377i
16667.7115826753+3996.06788816855i
-15371.286948789-6126.74069217935i
-3486.66412118878+862.397472371629i
-229.918288713866+1001.62246610986i
583.737359852582+66.0534064205887i
-407.98775187583-1013.22405102616i
-995.328192125456-515.346742774679i
-501.591127918438+292.188433288458i
-1428.42797041153-1785.32926280777i
-16151.5737401742-4195.08923314279i
15211.5428218526+6719.14507870462i
2405.77637778098-1136.01923161126i
-72.9516864151292+319.005261888703i
714.614729732724+528.570422860405i
389.530108540176-725.91769209063i
-927.834075038348-1117.11652634957i
-1020.07750648815+435.252612904413i
559.147790542865+1429.97638320359i
3180.45763917141+1759.49255429541i
16424.1804547111+1563.99003199308i
-13001.0437038765-9173.88999637283i
-3219.82540603263-493.202721735475i
-1367.39559130658+546.962142753976i
142.413372221079+1156.11532935924i
1034.190401326-57.4762768600981i
-255.684117543656-1431.20811149248i
-1463.27426111188-507.511957065456i
-479.159265909656+1101.69557951666i
1027.22920539654-54.2052539072432i
-2047.16978026229-3216.42303185457i
-18374.820152229-1030.48204753801i
13243.6754071241+12082.0803449841i
4038.14850111714-930.631940110922i
-520.336543865472-1144.52932451361i
-724.810146581+958.539038803804i
1046.55380461327+867.0763320333i
827.896745714521-1142.19875547409i
-1228.73791170822-1506.69716314087i
-1572.00993563997+680.549568900111i
604.442788739011+1573.00911900443i
1627.3082827891-76.9553881187678i
1879.34410699572+669.063417319077i
16931.4464420283+561.743271320251i
-11950.476667848-11869.4461521844i
-1851.40003912733-227.74074427596i
-616.754436039241-1155.86724961319i
-1586.90336846873+330.053940289309i
226.742233652606+1678.2859924549i
1682.20146405513-132.908674573248i
-128.708938099266-2090.69342898167i
-2170.02763366495-615.072027322909i
-748.593144611404+1878.94044184497i
1904.42373848226+656.952335927095i
394.067434333365-2457.7144155995i
-4723.28119407216-1887.08324837712i
-17713.5896292479+2896.16617581776i
8862.33421416289+14628.9585880012i
4198.55877101962+2353.61564695989i
1906.50317218627-1688.01774715995i
-1506.44626362432-1332.49222511806i
-1221.91058565462+1617.27159333787i
1624.73435154724+1354.2222415892i
1460.72507005601-1723.22812591918i
-1699.06169819701-2164.71474386878i
-2378.85127944527+1117.69830474274i
976.605215900191+2355.07850044126i
2308.11932381708-938.103686166325i
-1075.97327096369-1544.52522774319i
1575.63470848703+3446.89263130104i
21513.8269799967-1403.66247880537i
-11209.3130946259-17619.6741302574i
-4218.50678689331+876.600263522358i
1826.03754085775+485.359773363647i
-229.24143348683-2376.02776486294i
-2490.08301419849+360.20866461852i
314.377281393687+2590.38947332571i
2671.26127360158-183.224360376782i
