7048.62846956017+2286.35060679329i
-721.659127272924-1198.55854885041i
-1136.58573433339+737.467926363819i
965.026265369155+1192.88833754385i
1079.30667371455-910.568963339367i
-959.862592683092+620.287168221181i
5101.4834154674+7853.99649391515i
-10244.8570793138-1198.97913634149i
-524.932360604874+1794.23815338727i
769.169403855699-1116.9816180046i
-1520.19090398225-629.381787477083i
-582.466954014933+1590.23190635698i
1503.80112900187+537.04709505187i
380.283527248432-1607.16989167095i
-1677.37475735457-447.768740371427i
-265.781012846286+1792.67090556547i
2051.06811030393+89.786375594431i
-230.534504741953-2246.43580693991i
-1827.90022982423-199.351433783312i
-2313.1583472763-8102.95490692725i
9619.63515826736-1689.91887840445i
455.655992747195+1226.31712712466i
2269.09406563522-241.472312988112i
-597.780572141871-2079.15706209899i
-1955.64565006976+850.603635016276i
886.227340910457+1895.88266042156i
1761.04783901287-960.36622810046i
-1096.9447506132-1876.99984477337i
-1879.84433768945+1185.483442132i
1521.26887607763+1942.95818260237i
1842.44076578328-1867.23773398179i
-2478.80217276389-917.492121157654i
760.642495282855+3936.35919147793i
-97.9563336964245+7445.06287697861i
-7496.28311768111+3886.79246684272i
-4223.88928696206+309.062037944776i
1363.29993857215+2558.30549433835i
1580.8505789134-2217.48835547259i
-2484.39878316679-1100.45980199312i
-918.320923278937+2525.27225731348i
2439.53888716014+821.118025128556i
685.448934377321-2541.98477747846i
-2680.66768025419-718.141989291909i
-541.134083175579+2915.68602607557i
3320.29317253451+269.067208323025i
-451.841680417085-3546.84727177368i
-2916.76447525018+1967.82853179703i
3957.11449724616-1675.207380917i
10369.029958473-8678.84127745621i
5754.09483826413-13461.0378942098i
1106.46332197632-4943.03168995929i
-1705.35571634378+3226.44156663605i
3717.05854032763-122.989248961693i
-1026.70696983383-3404.18954543378i
-3148.56867399522+1392.6818204209i
1452.17699613938+2995.80979557229i
2861.78119558872-1533.53600640924i
-1684.24758500423-2984.75037974821i
-3086.12320067781+1866.67964010523i
2371.64598400395+3244.04829794499i
3196.01607273109-3136.33083675317i
-4428.32517197074-2121.9783067104i
1211.4625165776+5529.29249425273i
-1296.52445052963-5812.63577448095i
-80.973718556784-3474.80524815284i
4043.95147200711-776.165224932099i
6677.32123876516+715.308716176232i
-5967.28211709798-417.220734670213i
2891.34690694134+4321.0419053972i
2669.48383345-3907.04568122096i
-4095.46480016552-1781.13195211025i
-1429.25389127185+4044.26055568932i
3921.89858313559+1277.64162711133i
1167.36886165359-4025.27796116578i
-4263.55835542481-1200.16304010184i
-1037.43852146329+4704.50610956996i
5441.862229356+623.117831375027i
-676.169577232925-6154.8425569346i
-5885.58732183758+4019.92412334638i
9249.69940035446-228.508861219175i
-14098.5619924796+10491.3023772121i
-260.004470742226+80.1610111454682i
-44.9544049386322+336.325429554056i
-8133.92823480441+16916.9707303034i
-1175.91467055659-9926.97639978789i
-3396.61815667542+6747.4044437478i
6532.11883029828-301.873112721071i
-1806.79191920716-5644.63347238718i
-5055.55599106057+2307.62717355196i
2371.55851398137+4741.18899644906i
4593.13410396461-2431.42082869689i
-2589.49925191798-4767.74019741604i
-5042.70631006774+2886.15825269458i
-8865.90911022853-42.6658632721492i
-263.100780042681-9319.11417174068i
-291.855727651346+9702.69956250896i
4906.65979912924+6088.53975885347i
1112.81665983926-20.5334998578288i
5402.0839591336-6531.35325529188i
-6828.93944719479-3672.88905769591i
-448.995260257811-1226.81674361231i
-498.530563308019+1239.75809220793i
-7768.1503888629+3957.14803523661i
7012.54913261979+1912.21383837895i
1068.69127979965+244.448149455505i
794.748466210131-5.54273933750721i
1153.1901515996-236.241439540434i
8198.86558073431-1815.59831241465i
-7153.14055040751-1116.78820806302i
-1289.27910775438+45.5815447212875i
133.799288548228-200.203921094957i
122.509062161661+181.641429772305i
-1474.88422469458-91.5097310276758i
-8659.76849544812+926.372061584752i
6905.71181987918+681.569421917055i
1081.43245014733-338.223338053504i
208.575558062417-67.4115283978365i
492.112952775865-5.95692400434677i
193.203905415792+65.2936402266844i
1170.1225892897+546.669543636973i
8718.57509938303+44.754510211882i
-6674.88841036691-978.630994664835i
-1292.56586870203+339.680239224626i
-252.678995702867+154.625415793217i
276.472494367428-3.64017025445986i
275.292671136069-17.9474153021141i
-337.112645360865-176.404866946284i
-1521.53228785699-376.088359969309i
-8556.94639746416+272.320335225771i
6618.30923474041+1299.2389557887i
1184.93851052187-620.665930304509i
-22.8918170220575-181.527650582884i
85.881822648672+82.0708210195722i
442.975631754816-5.01538633110499i
56.6419677597372-119.029330531993i
-142.717631911939+297.052590208398i
1465.08450343669+1123.97680029938i
9309.47623887525-389.265086561474i
-6189.15490980214-1707.10619448863i
-1090.5357798935+329.159828843084i
-288.5596509195+18.3052024227859i
-149.718476212699+145.920980235855i
333.089542746057+121.038928912928i
345.472450357481-147.373224223426i
-258.200061852525-184.419428463593i
-397.901120305808+162.33230935829i
-1030.15968283158-512.686324127378i
-9052.31017321839+101.489084696739i
5878.15164891846+2384.07015851499i
1390.36355923731-318.509399870825i
164.587175059935-417.781677785905i
-256.189646227612-68.2209027572537i
71.6958415762906+252.211839547697i
520.03587459309+1.85676918576246i
51.6765071757086-332.094127358931i
-474.125061039749+147.550774538103i
258.729311270918+849.137041615844i
2088.69875655727+562.891814486085i
9051.80289412423-1115.86848754288i
-5716.88799134499-2625.79371648686i
-1156.29807857858+400.048544534968i
42.1926015876728+25.3574080785193i
-214.779842363996-210.016521566297i
-232.882826200418+226.123049445706i
416.793046051071+270.869455319202i
462.044902145901-298.000377580644i
-386.457771316735-331.364687539693i
-421.937614035314+526.945302187911i
512.535719603788+179.580492418662i
-1335.30178305392-1541.47810571007i
-10699.1822691518+748.113475711276i
5409.3404934804+2596.22628418705i
1101.29081892001+35.1761140677368i
453.349270390288-88.6349476537719i
55.2681373969335-416.699382278829i
-422.724191090834-50.9177855629155i
54.0680351822261+468.233939104397i
703.876704730452+21.4136604044638i
70.3216977891043-613.779412406114i
-780.587512555399+92.9661446163518i
138.330249671585+1025.97412273947i
1203.06313252922-79.741802031574i
765.836410221917-62.7635541912771i
10697.1462443532+1796.01683202195i
-5492.26217637356-2243.45366571838i
-1346.24632842938-5.2255819518482i
-97.9043750157125+450.034257662094i
349.334632461333-183.851725876417i
-311.894432790714-402.404986411799i
-404.201779088941+372.522101409445i
559.877174284148+487.288800722364i
675.280816131859-500.240008403077i
-609.148088509694-609.829927983187i
-721.484299524059+861.116660073687i
1104.01656706339+701.977597220837i
231.37445600406-1705.72969735082i
-3121.1652591719-186.225755361924i
-8613.28733852195-4837.01281519531i
5634.52718154037+524.751589071688i
1093.21530688106-180.955810343085i
-43.1505706478679+125.454183990931i
471.901063105582+130.658858908076i
108.0989345618-606.6747217011i
-678.946558197949-80.379462614625i
12.6971350293256+783.597542381035i
1025.43169782971+66.657052777593i
119.101158479378-1033.19930173067i
-1264.21637383647+32.6242063062564i
140.894281690817+1595.26131036345i
1804.03705974968-474.438477722311i
-1332.57175005971-1336.37144992848i
1873.62269025156+3587.48237648332i
4962.21394831081+12614.0714126416i
-4220.84117280905+3781.78344338411i
-921.006050716627+167.007947131823i
-533.402364327491-49.1308025808962i
93.3961789774612+593.666236461705i
627.374839209728-334.591163638277i
-483.013534911692-674.107751209662i
-691.143305032973+593.243423594588i
788.425031906059+823.156927647517i
1042.00382450346-787.112599570873i
-944.18949243893-1072.2374691701i
-1258.58308568818+1313.59901077657i
1796.35007108011+1346.55772978839i
875.59166514445-2643.66742002934i
-3445.4131656936+885.631729453725i
4332.2941734134-1879.37872804945i
3805.33574903062+22.1836814070239i
-750.81574530682-1019.67212788088i
227.784622790552-488.095984726318i
300.363069687594-455.815072795554i
-482.801764323621+374.441253653783i
763.010763804435+346.506072080139i
224.236314173274-971.341520125139i
-1095.69317014414-154.125676637708i
-69.3235814997443+1266.10272447714i
1548.9432821945+161.126509121077i
231.536141330689-1678.53270373215i
-2043.44696936387-100.536231080422i
78.8574480581583+2602.53417200461i
3162.0905643908-738.840783848562i
-2689.00887476731-3190.19371346456i
441.445524387826+6446.57268944208i
-7045.2854614594-12524.5968911043i
-137.640009492428-294.898634276752i
117.347999328735+15.029164910548i
2306.14216122587-2384.78428744414i
216.481785016216+498.360297841211i
-684.61266319037-377.426525711593i
132.788361578858+1014.43022575477i
1077.81582612932-523.65385223397i
-751.553382418479-1116.68895943295i
-1161.04806745479+923.022851959928i
1139.63552508631+1357.81743356184i
1652.47595730069-1200.92053864672i
-1434.74434370384-1832.27896870946i
