7048.62846956017+2286.35060679329i
-1710.94759287889+7865.14223123379i
3280.39585480137-7496.06108499773i
-3110.16647436403-6052.77341020443i
-840.389097381661-444.870748164033i
-6390.33301029343+2751.9317051421i
5761.69445900717+4452.42227135497i
315.472418360297+1042.71560681651i
693.751509468813-990.726051878084i
6869.65066739592+295.120420927945i
-6590.56549582248-2144.75677713736i
-658.785917349587-207.831235311264i
-484.903379846124-425.741301470644i
-1099.754282853-375.773542656179i
-6381.03378981761-2008.02294097073i
6596.80756779438+1469.83590746665i
1223.68536860512+453.639613810513i
177.785882018983+53.4824818087992i
-118.602999341726-496.008749660029i
698.155797488192+717.625121704012i
6219.23510393931+3688.89638939485i
-7378.78968891268-852.960137336246i
-1258.53529721706+640.975723149256i
181.842346691562+270.061776543458i
-154.622611473357-473.69547967387i
-450.193855489772-316.817697604931i
-679.359996249308-460.341129365275i
-4987.73216101142-4088.72928353259i
7014.91147954009+109.783635356057i
690.847923851935-172.337367843434i
355.784522603098+443.991824159567i
306.848303085814-171.847536771143i
-328.991293951239-573.658800004368i
-309.719721201717+399.13172674469i
1012.15637844105+1439.89411717114i
5738.96322938772+4145.02618081291i
-7032.71513071686-1105.08356443455i
-1734.35063301833+284.662696138206i
-365.182674790515+781.217738992632i
530.306282063559+294.304286182739i
20.3936415291123-669.258975044733i
-634.012045334027-256.991456269987i
-49.8001083827344+480.103952064131i
310.480192976164-1079.05850414064i
-5264.57841653778-5508.30424922974i
8205.72798699003+847.792669093953i
969.175096550715-1282.99398778848i
-608.78425018936+183.13267995175i
340.842156890939+761.611276029014i
602.120079862554-349.209550300671i
-485.912139790262-795.760250621308i
-674.17677498127+464.181360693837i
638.589415762263+902.179951380628i
1119.16528648872+510.703439755237i
4498.73520415973+4754.94312854755i
-7295.37248372894-494.317219957237i
-731.469610815021-220.630524670765i
-1063.72914544576-209.639722351448i
-374.344820050962+1037.70548018186i
913.515802929049+370.814751143575i
176.939561923484-1024.15896720553i
-1040.0038333924-306.020754541559i
-103.722552403057+1068.96198935791i
1280.82060940127-156.089034174464i
-527.062611858348-2395.47010864813i
-5962.34980645222-5116.80530364022i
7736.0079909733+2248.07322151384i
2513.85164194278-578.432680518193i
-226.310923237743-1414.48182048452i
-1203.11649480917+501.367291728124i
538.737001455643+1205.69428747463i
1057.9184124872-592.073193693082i
